"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","Year","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"1283","NB23_7",0.035903234,0.04318776,0.017343303,0.007203831,-0.665770292,-0.714085996,0.714085996,-0.619592011,0.538348436,0.142195925,-0.378725588,2025,0.146,"17 R",584565,2858154,"51.5","51.5","37.5","0","36.5","1",14
"1284","NB23_8",0.035401851,0.042940866,0.017343761,0.006317033,-0.697161973,-0.743511915,0.743511915,-0.699050665,0.531337619,0.128110051,-0.384476721,2025,0.153,"17 R",584554,2858164,"0","0","0","","","",0
"1285","NB23_9",0.034398314,0.042693973,0.017344221,0.006428292,-0.685092986,-0.738273799,0.738273799,-0.688774228,0.509674191,0.09933079,-0.390261024,2025,0.156,"17 R",584545,2858174,"55","55","3","0","0","3",52
"1286","NB24_1",0.035845872,0.04033599,0.017230259,0.00789851,-0.638878882,-0.672495425,0.672495425,-0.557035804,0.620782554,0.146192119,-0.442581505,2025,0.248,"17 R",584984,2863326,"100","100","5","0","0","5",95
"1287","NB24_10",0.036849633,0.041697457,0.017229371,0.010006486,-0.57288456,-0.61293143,0.61293143,-0.397796422,0.607564747,0.173853472,-0.409350336,2025,0.259,"17 R",585065,2863445,"0","0","0","","","",0
"1288","NB24_11",0.037226059,0.039467447,0.015534744,0.009229445,-0.602654397,-0.620943189,0.620943189,-0.381920367,0.685340285,0.272603989,-0.393746585,2025,0.256,"17 R",585072,2863462,"0","0","0","","","",0
"1289","NB24_2",0.035091914,0.045041438,0.017117383,0.008453476,-0.611739576,-0.683952153,0.683952153,-0.508229315,0.463795096,0.130558044,-0.327763021,2025,0.234,"17 R",584993,2863337,"0","0","0","","","",0
"1290","NB24_3",0.035720389,0.042813115,0.017230395,0.009230386,-0.589311361,-0.645281851,0.645281851,-0.45350185,0.543960273,0.142678604,-0.382986546,2025,0.237,"17 R",585002,2863347,"100","100","1","0","0","1",99
"1291","NB24_4",0.033582386,0.042564686,0.01802027,0.009229864,-0.568821371,-0.643597126,0.643597126,-0.483873188,0.489399046,0.042608134,-0.41935575,2025,0.255,"17 R",585009,2863360,"0","0","0","","","",0
"1292","NB24_5",0.036222033,0.042069416,0.016552048,0.008675017,-0.613559604,-0.658089876,0.658089876,-0.468367815,0.579462171,0.190990359,-0.373134494,2025,0.251,"17 R",585017,2863375,"90","90","2","0","0","2",88
"1293","NB24_6",0.038984906,0.043431178,0.014744337,0.00889677,-0.628385186,-0.659961045,0.659961045,-0.371021122,0.61378181,0.363449603,-0.262453467,2025,0.254,"17 R",585029,2863396,"0","0","0","","","",0
"1294","NB24_7",0.036975514,0.040459037,0.017794244,0.007676008,-0.656181574,-0.681063652,0.681063652,-0.595885515,0.648063242,0.149662092,-0.461487681,2025,0.26,"17 R",585039,2863409,"95","95","0","0","0","0",95
"1295","NB24_8",0.035467897,0.036617842,0.017455555,0.009229863,-0.587010026,-0.597368598,0.597368598,-0.462370068,0.72914505,0.124476515,-0.548144281,2025,0.26,"17 R",585051,2863424,"0","0","0","","","",0
"1296","NB24_9",0.035844367,0.040954266,0.018019898,0.008785685,-0.606288373,-0.646735311,0.646735311,-0.516732633,0.602028191,0.107810557,-0.457910627,2025,0.267,"17 R",585059,2863435,"33","33","0","0","0","0",33
"1297","NB26_1",0.040064491,0.046631612,0.017332699,0.008831602,-0.638760448,-0.681532979,0.681532979,-0.487368137,0.553634882,0.252382278,-0.301587164,2025,0.159,"17 R",586236,2858681,"9","1","0","0","0","0",1
"1298","NB26_3",0.039687436,0.047618184,0.016768109,0.009495661,-0.613864899,-0.667483032,0.667483032,-0.415350616,0.518425286,0.271261007,-0.258080125,2025,0.157,"17 R",586198,2858667,"1","1","0","0","0","0",1
"1299","NB26_5",0.039560344,0.048604313,0.016654126,0.009494756,-0.612894237,-0.673152924,0.673152924,-0.410688877,0.490003407,0.273889512,-0.232933685,2025,0.184,"17 R",586165,2858663,"0","0","0","","","",0
"1310","NB40_1",0.036384679,0.044415176,0.02002814,0.008366675,-0.626081705,-0.682971537,0.682971537,-0.616034925,0.51719588,0.032366402,-0.448801607,2025,0.14,"17 R",583689,2854341,"72.5","72.5","5","0","5","0",67.5
"1311","NB40_10",0.034739934,0.047265533,0.024664542,0.009587365,-0.56742841,-0.662730813,0.662730813,-0.660277545,0.394424409,-0.192054376,-0.528524339,2025,0.14,"17 R",583554,2854362,"95","95","73","0","73","0",22
"1312","NB40_2",0.035501745,0.044911236,0.020480493,0.00836637,-0.618567169,-0.685932994,0.685932994,-0.629918933,0.478967279,-0.011309295,-0.452917457,2025,0.143,"17 R",583672,2854343,"59","59","1","0","0","1",57
"1313","NB40_3",0.034996174,0.045530915,0.020819243,0.007587241,-0.643652797,-0.714325905,0.714325905,-0.698713839,0.447767198,-0.039688565,-0.450395018,2025,0.137,"17 R",583658,2854349,"83","83","83","0","83","0",0
"1314","NB40_4",0.03512283,0.044910774,0.021498773,0.007587601,-0.64469564,-0.710939586,0.710939586,-0.717406631,0.46824944,-0.063556671,-0.485999733,2025,0.137,"17 R",583647,2854350,"90","90","83","0","83","0",7
"1315","NB40_5",0.034239583,0.044041384,0.020819284,0.007587292,-0.637204945,-0.706082225,0.706082225,-0.698711038,0.466826797,-0.061546635,-0.483658165,2025,0.134,"17 R",583636,2854355,"88","88","85","0","85","0",3
"1316","NB40_6",0.032093972,0.043419734,0.020705286,0.007475455,-0.622160017,-0.70624119,0.70624119,-0.704195321,0.419599652,-0.121562928,-0.494131595,2025,0.14,"17 R",583614,2854354,"78.5","72","59","0","59","0",13
"1317","NB40_7",0.033354141,0.041431945,0.020930853,0.007586058,-0.629407823,-0.690478683,0.690478683,-0.701941073,0.515758991,-0.092319988,-0.548378468,2025,0.14,"17 R",583596,2854358,"83","83","83","0","83","0",0
"1318","NB40_8",0.033101205,0.044659805,0.022514923,0.007585749,-0.627116382,-0.709611714,0.709611714,-0.743962169,0.41586116,-0.162352636,-0.523080289,2025,0.14,"17 R",583583,2854360,"97","97","97","0","97","0",0
"1319","NB40_9",0.033856642,0.047141034,0.022853632,0.008030012,-0.616583705,-0.708904862,0.708904862,-0.719974279,0.371914208,-0.152562901,-0.479187399,2025,0.14,"17 R",583568,2854359,"84","84","84","0","84","0",0
"1330","NB9_1",0.028824996,0.036352888,0.014274001,0.00818722,-0.557593644,-0.632366359,0.632366359,-0.406485945,0.530693114,0.089256339,-0.41826126,2025,0.182,"17 R",584976,2860747,"100","95","0","0","0","0",95
"1331","NB9_10",0.029822813,0.036223326,0.016187951,0.007851015,-0.583211184,-0.643737614,0.643737614,-0.520213902,0.569115818,0.015627502,-0.507592261,2025,0.172,"17 R",584986,2860890,"0","0","0","","","",0
"1332","NB9_2",0.028195022,0.036475897,0.014499047,0.007853997,-0.564260125,-0.645656884,0.645656884,-0.445915788,0.504440188,0.053774361,-0.425545186,2025,0.178,"17 R",584977,2860769,"0","0","0","","","",0
"1333","NB9_3",0.031588167,0.035855863,0.015852809,0.00785349,-0.601766706,-0.640649438,0.640649438,-0.506151438,0.639167249,0.091036282,-0.503529608,2025,0.178,"17 R",584978,2860782,"83","83","83","0","83","0",0
"1334","NB9_4",0.030080039,0.036103629,0.015175662,0.007964453,-0.581308484,-0.638538718,0.638538718,-0.467448592,0.581775486,0.079466194,-0.466890067,2025,0.176,"17 R",584980,2860794,"0","0","0","","","",0
"1335","NB9_5",0.029701637,0.036721908,0.015852103,0.007852985,-0.581783295,-0.647649884,0.647649884,-0.50616467,0.548228323,0.029493961,-0.479632825,2025,0.171,"17 R",584980,2860810,"93","93","93","0","93","0",0
"1336","NB9_6",0.030580439,0.037711665,0.015512793,0.007963388,-0.586787879,-0.651302516,0.651302516,-0.482365817,0.544670522,0.077165335,-0.438289583,2025,0.175,"17 R",584980,2860824,"0","0","0","","","",0
"1337","NB9_7",0.03284239,0.037959352,0.015851466,0.007963442,-0.609690964,-0.653181314,0.653181314,-0.496833146,0.607977092,0.130046248,-0.446463019,2025,0.169,"17 R",584985,2860837,"100","100","3.5","0","3.5","0",96.5
"1338","NB9_8",0.032213081,0.03795854,0.015737895,0.007962937,-0.603597522,-0.653193355,0.653193355,-0.492068708,0.588655949,0.116851062,-0.441583574,2025,0.17,"17 R",584984,2860854,"0","0","0","","","",0
"1339","NB9_9",0.031834994,0.04105211,0.016414382,0.007962431,-0.599851966,-0.675099254,0.675099254,-0.520081401,0.480472475,0.069034919,-0.391920805,2025,0.173,"17 R",584986,2860872,"100","100","28","0","0","28",72
"1360","NW13_1",0.065203778,0.072707109,0.020395158,0.004446127,-0.872329295,-0.884745538,0.884745538,-0.963055968,0.494291782,0.600198805,0.031679519,2025,0.194,"17 R",578396,2835161,"86","86","30","30","0","0",55
"1361","NW13_10",0.0641625,0.070518799,0.01734437,0.0057198,-0.836301923,-0.849950016,0.849950016,-0.756014884,0.515785515,0.722734809,0.111554697,2025,0.183,"17 R",578363,2835316,"0","0","0","","","",0
"1362","NW13_2",0.06691324,0.072578408,0.020749029,0.004331653,-0.878401041,-0.88735795,0.88735795,-0.981873751,0.522350609,0.611360013,0.018183442,2025,0.201,"17 R",578395,2835177,"0","0","0","","","",0
"1363","NW13_3",0.066388786,0.070900045,0.018866198,0.006172342,-0.829871953,-0.839829981,0.839829981,-0.760459065,0.543262243,0.684883714,0.059623476,2025,0.193,"17 R",578393,2835196,"87.1","86.1","82.5","82.5","0","0",3.6
"1364","NW13_4",0.065075845,0.071547158,0.020634297,0.006748597,-0.812080741,-0.827612698,0.827612698,-0.760640919,0.512111068,0.588260829,0.007651973,2025,0.194,"17 R",578386,2835211,"0","0","0","","","",0
"1365","NW13_5",0.063761435,0.071805954,0.019104151,0.006174273,-0.823430002,-0.841645181,0.841645181,-0.767247856,0.487264693,0.633780003,0.063777104,2025,0.198,"17 R",578380,2835227,"85.1","85.1","69","69","0","0",16.1
"1366","NW13_6",0.061263222,0.068706207,0.019459205,0.005600851,-0.832470536,-0.849251151,0.849251151,-0.829508483,0.501578331,0.578055441,0.007098376,2025,0.182,"17 R",578380,2835246,"84.2","72.2","55","55","0","0",17.2
"1367","NW13_7",0.062975153,0.06935332,0.018753922,0.003992192,-0.880771995,-0.891140103,0.891140103,-0.973467231,0.517607152,0.637202919,0.041634712,2025,0.181,"17 R",578373,2835262,"100","100","0","0","0","0",100
"1368","NW13_8",0.061660707,0.069483481,0.018755207,0.006522608,-0.808674395,-0.82836616,0.82836616,-0.725889444,0.494207293,0.616050959,0.04346304,2025,0.186,"17 R",578370,2835282,"0","0","0","","","",0
"1369","NW13_9",0.062188093,0.068579614,0.018049741,0.005833748,-0.828474283,-0.843207002,0.843207002,-0.767224193,0.518830776,0.657371819,0.056500882,2025,0.191,"17 R",578367,2835300,"71","71","61","61","0","0",10
"1380","NW17_1",0.064732574,0.066666462,0.017897587,0.008115216,-0.777200758,-0.782962441,0.782962441,-0.564089775,0.593735933,0.704715967,0.033977374,2025,0.157,"17 R",581778,2844669,"58","58","0","0","0","0",58
"1381","NW17_10",0.05952318,0.059996787,0.016911587,0.008269312,-0.756040454,-0.757732987,0.757732987,-0.514811337,0.639505208,0.669302166,-0.032810941,2025,0.16,"17 R",581831,2844867,"0","0","0","","","",0
"1382","NW17_2",0.061654445,0.062870577,0.017788105,0.008233071,-0.764390767,-0.768420577,0.768420577,-0.550803304,0.617130816,0.661246777,-0.020464243,2025,0.162,"17 R",581779,2844688,"0","0","0","","","",0
"1383","NW17_3",0.06230627,0.0627506,0.017217958,0.007673115,-0.780703545,-0.782087207,0.782087207,-0.575196803,0.629997253,0.699636817,-0.000170741,2025,0.162,"17 R",581783,2844711,"32.9","26.4","0","0","0","0",26.4
"1384","NW17_4",0.061927389,0.062629022,0.016992887,0.007790979,-0.776501417,-0.778728247,0.778728247,-0.55692935,0.626283407,0.704795539,0.006858072,2025,0.162,"17 R",581788,2844736,"0","0","0","","","",0
"1385","NW17_5",0.063218221,0.061112393,0.016997883,0.00745514,-0.789025486,-0.782546043,0.782546043,-0.585371971,0.677068651,0.72517401,-0.017856374,2025,0.165,"17 R",581794,2844757,"42.6","42.6","0","0","0","0",42.6
"1386","NW17_6",0.061684899,0.061499491,0.016890367,0.00746123,-0.784189522,-0.783609271,0.783609271,-0.580812275,0.644748032,0.70604974,-0.007217338,2025,0.165,"17 R",581802,2844781,"0","0","0","","","",0
"1387","NW17_7",0.059377391,0.060364071,0.016896585,0.007352728,-0.779627919,-0.782838881,0.782838881,-0.590358377,0.62954545,0.667609215,-0.026103009,2025,0.166,"17 R",581806,2844802,"59.5","43.5","0","0","0","0",43
"1388","NW17_8",0.059897512,0.059354313,0.017942043,0.007469658,-0.778240383,-0.776437759,0.776437759,-0.618163168,0.659018099,0.62496376,-0.083890699,2025,0.164,"17 R",581813,2844822,"0","0","0","","","",0
"1389","NW17_9",0.06028894,0.058851603,0.017484605,0.007247063,-0.785386682,-0.780719817,0.780719817,-0.620917022,0.675994813,0.653574467,-0.074794136,2025,0.164,"17 R",581822,2844843,"65.4","56.4","0","0","0","0",56.4
"1390","NW2_1",0.07269574,0.075256459,0.023904549,0.008743824,-0.785268426,-0.791814446,0.791814446,-0.696545839,0.560664117,0.573117435,-0.042072173,2025,0.176,"17 R",580839,2843390,"45.8","45.8","0","0","0","0",45.8
"1391","NW2_3",0.0702608,0.073360883,0.022988526,0.009547726,-0.7607342,-0.769680679,0.769680679,-0.619653404,0.557976782,0.5724805,-0.040951565,2025,0.178,"17 R",580839,2843429,"94","91","0","0","0","0",91
"1392","NW2_5",0.068343692,0.072483294,0.023003234,0.00865115,-0.77527976,-0.78674531,0.78674531,-0.680099308,0.545116186,0.544268489,-0.053422235,2025,0.262,"17 R",580832,2843471,"69.5","69.5","0","0","0","0",68.5
"1393","NW2_7",0.069644533,0.072492205,0.025796968,0.009908858,-0.750887871,-0.759496868,0.759496868,-0.667458773,0.563819885,0.465051234,-0.131422743,2025,0.262,"17 R",580826,2843512,"47.3","47.3","0","0","0","0",47.3
"1394","NW2_9",0.070944525,0.073262684,0.023722203,0.009123633,-0.772103369,-0.778515816,0.778515816,-0.666685939,0.569308698,0.55528456,-0.0637035,2025,0.245,"17 R",580817,2843553,"29","29","0","0","0","0",29
"1405","NW4_1",0.036682513,0.048403643,0.015908776,0.009811891,-0.577932358,-0.662911594,0.662911594,-0.355563372,0.419565588,0.237538502,-0.205863595,2025,0.186,"17 R",579084,2840120,"58.5","58.5","49.7","41.5","8.2","0",8.8
"1406","NW4_10",0.035315651,0.044332914,0.014091915,0.007794474,-0.638392448,-0.700945139,0.700945139,-0.431599826,0.489654779,0.303324521,-0.211057097,2025,0.178,"17 R",579128,2840296,"0","0","0","","","",0
"1407","NW4_2",0.038270727,0.048409831,0.01638383,0.009473239,-0.603164971,-0.672676682,0.672676682,-0.400891811,0.461793482,0.254748076,-0.225790381,2025,0.195,"17 R",579086,2840138,"0","0","0","","","",0
"1408","NW4_3",0.035778712,0.046093978,0.01709312,0.008676918,-0.609636903,-0.683155894,0.683155894,-0.489882976,0.454762459,0.151154041,-0.303696841,2025,0.193,"17 R",579088,2840158,"41.1","41.1","20.8","1","8.6","11.2",20.3
"1409","NW4_4",0.037630342,0.047777344,0.016982263,0.009596914,-0.593585789,-0.665462732,0.665462732,-0.416793317,0.461096644,0.207178771,-0.263392895,2025,0.198,"17 R",579090,2840176,"0","0","0","","","",0
"1410","NW4_5",0.039086368,0.048428509,0.01792567,0.009487133,-0.609370053,-0.672380984,0.672380984,-0.461748004,0.482407421,0.198883697,-0.28670457,2025,0.213,"17 R",579093,2840196,"39.1","39.1","25.9","0.7","23.7","1.5",13.2
"1411","NW4_6",0.03672725,0.050368626,0.01851752,0.00960616,-0.585346282,-0.679660022,0.679660022,-0.475294828,0.371833831,0.108835578,-0.269564688,2025,0.181,"17 R",579106,2840219,"0","0","0","","","",0
"1412","NW4_7",0.038056362,0.047283653,0.016301598,0.010413821,-0.570299923,-0.639019847,0.639019847,-0.330583096,0.485131353,0.253436297,-0.245899156,2025,0.189,"17 R",579110,2840241,"56.2","56.2","31","5.5","12.5","13",25.2
"1413","NW4_8",0.035960067,0.046258185,0.015956542,0.009045772,-0.598017812,-0.672870696,0.672870696,-0.414607793,0.455443978,0.215082318,-0.253243595,2025,0.179,"17 R",579116,2840260,"0","0","0","","","",0
"1414","NW4_9",0.035569709,0.045874402,0.014671185,0.007332157,-0.658189356,-0.724388957,0.724388957,-0.500312269,0.454777628,0.276024997,-0.204333827,2025,0.187,"17 R",579118,2840279,"64.1","64.1","38.5","1","12.5","25",25.1
"1415","NW5_1",0.046852283,0.056022469,0.01657512,0.006402236,-0.759560823,-0.794881344,0.794881344,-0.664102793,0.484449208,0.44713068,-0.087652087,2025,0.158,"17 R",578436,2838240,"73","73","68","11","0","57",5
"1416","NW5_10",0.046088811,0.056041311,0.017653458,0.008826533,-0.678540349,-0.727861047,0.727861047,-0.500014782,0.467606008,0.376772821,-0.130274609,2025,0.146,"17 R",578453,2838404,"0","0","0","","","",0
"1417","NW5_2",0.044352353,0.055895496,0.015167895,0.006748229,-0.735884428,-0.784552097,0.784552097,-0.576265156,0.432406396,0.468208194,-0.029450711,2025,0.178,"17 R",578436,2838258,"53","53","25.5","10","0","15.5",27.5
"1418","NW5_3",0.046990126,0.056156013,0.016227737,0.007896978,-0.712246478,-0.753423572,0.753423572,-0.517980754,0.484458148,0.468191057,-0.070834853,2025,0.171,"17 R",578438,2838276,"67.5","67.5","55.5","1","7.5","47",12
"1419","NW5_4",0.046730045,0.057578772,0.0168176,0.007210791,-0.732640743,-0.777408898,0.777408898,-0.599716127,0.448130161,0.432092071,-0.070149548,2025,0.176,"17 R",578442,2838295,"0","0","0","","","",0
"1420","NW5_5",0.044230256,0.0542229,0.014353146,0.005721769,-0.770909429,-0.809098303,0.809098303,-0.644937456,0.467021316,0.512691498,-0.022200242,2025,0.171,"17 R",578443,2838313,"45","45","23.5","1.5","1","21",21.5
"1421","NW5_6",0.043441094,0.054999139,0.013531947,0.006066807,-0.754915595,-0.801303089,0.801303089,-0.571348071,0.431532949,0.545097411,0.032169424,2025,0.165,"17 R",578444,2838329,"0","0","0","","","",0
"1422","NW5_7",0.044893794,0.057196815,0.016941311,0.009279567,-0.657412171,-0.720816135,0.720816135,-0.438300192,0.416229784,0.385733426,-0.081800647,2025,0.159,"17 R",578445,2838346,"47.5","47.5","30.5","17.5","0","13",17
"1423","NW5_8",0.046477471,0.053194888,0.019292405,0.008708133,-0.684405625,-0.718652368,0.718652368,-0.567003667,0.540125668,0.309209168,-0.242911398,2025,0.145,"17 R",578446,2838366,"0","0","0","","","",0
"1424","NW5_9",0.043450858,0.053326476,0.016241642,0.007563361,-0.703480244,-0.751572311,0.751572311,-0.546835482,0.469749391,0.389151335,-0.123119421,2025,0.149,"17 R",578451,2838386,"60.7","60.7","50","18","19","13",10.7
"1425","NW6_1",0.022060776,0.029945919,0.010082784,0.00776259,-0.479428977,-0.588284433,0.588284433,-0.195024803,0.501747489,0.119234458,-0.375219882,2025,0.142,"17 R",576162,2837612,"47.2","47.2","15","14.5","0.5","0",32.2
"1426","NW6_10",0.02154772,0.026582042,0.010800326,0.008115281,-0.452834785,-0.532224357,0.532224357,-0.212922975,0.624793768,0.036882527,-0.541233122,2025,0.144,"17 R",576187,2837809,"0","0","0","","","",0
"1427","NW6_2",0.019542532,0.026310813,0.009496941,0.007190587,-0.462046504,-0.570729136,0.570729136,-0.207312346,0.539732933,0.049243171,-0.463834226,2025,0.13,"17 R",576167,2837642,"96.6","96.6","0.5","0.5","0","0",96.1
"1428","NW6_3",0.021402424,0.027871532,0.011144424,0.007879768,-0.461804748,-0.559189856,0.559189856,-0.257408202,0.559757292,0.003282197,-0.515239358,2025,0.13,"17 R",576169,2837663,"68.9","68.9","0","0","0","0",68.7
"1429","NW6_4",0.019413188,0.027872525,0.009146423,0.006503967,-0.498095632,-0.621603847,0.621603847,-0.253264278,0.462161899,0.074779518,-0.380540907,2025,0.148,"17 R",576174,2837686,"93.8","93.8","70.5","43","27.5","0",23.3
"1430","NW6_5",0.02074237,0.027484324,0.011264209,0.007537269,-0.466947287,-0.569564462,0.569564462,-0.297338843,0.545640945,-0.037190944,-0.53651607,2025,0.146,"17 R",576177,2837708,"69.1","69.1","55.8","49","5","1.8",13.1
"1431","NW6_6",0.020212924,0.026835695,0.010442084,0.00822601,-0.4214966,-0.530769527,0.530769527,-0.178063735,0.549163461,0.001796425,-0.508745134,2025,0.14,"17 R",576181,2837727,"97","95.5","88","73","15","0",7.5
"1432","NW6_7",0.021808062,0.02540859,0.011384669,0.009374313,-0.398742855,-0.460981578,0.460981578,-0.145264044,0.692341506,0.003808912,-0.622294664,2025,0.149,"17 R",576181,2837752,"84","84","64.5","41.5","23","0",19.5
"1433","NW6_8",0.018625133,0.025020244,0.009975265,0.00742566,-0.42990908,-0.542274415,0.542274415,-0.219781801,0.553520083,-0.040881891,-0.547620595,2025,0.148,"17 R",576184,2837771,"0","0","0","","","",0
"1434","NW6_9",0.020485342,0.025931556,0.011152311,0.008000101,-0.438302487,-0.528457999,0.528457999,-0.246878326,0.604709864,-0.041117754,-0.587866783,2025,0.146,"17 R",576185,2837790,"85.5","85.5","80","64.5","15.5","0",5.3
